transaction_id,customer_name,product_name,category,price,quantity,payment_method,transaction_date,shipping_city,rating
TR00190,Warsita Susanti,Aperiam Max,Elektronik,1200000.0,2,COD,2026-08-23,Palu,
TR00464,"drg. Talia Mustofa, M.Kom.",Aut Lite,Fashion,500000.0,2,Transfer Bank,2026-07-09,Tegal,3.0
TR00188,Budi Andriani,Qui,Kesehatan,50000.0,5,Kartu Kredit,2026-06-29,Parepare,
TR00170,T. Radika Marbun,Facere Basic,Kesehatan,1200000.0,1,COD,2026-09-09,Kupang,1.0
TR00059,"Juli Zulkarnain, S.H.",Fugiat Basic,Olahraga,75000.0,4,Kartu Kredit,2026-07-03,Metro,
TR00475,Ir. Cawuk Halimah,Aut Basic,Buku,75000.0,3,Transfer Bank,2026-06-20,Balikpapan,3.0
TR00049,"Ir. Karsana Anggriawan, M.Pd",In,Olahraga,250000.0,4,E-Wallet,2026-09-10,Bogor,
TR00345,Calista Zulaika,Enim,Kesehatan,50000.0,4,Transfer Bank,2026-08-22,Bekasi,5.0
TR00236,Puti Ira Purwanti,Minus Max,Olahraga,2500000.0,2,E-Wallet,2026-08-15,Blitar,5.0
TR00253,Gasti Maryadi,Quo Lite,Buku,75000.0,3,Transfer Bank,2026-09-11,Binjai,5.0
TR00022,Vanesa Marpaung,Quis,Rumah Tangga,75000.0,4,Transfer Bank,2026-09-12,Serang,4.0
TR00314,"Hj. Hesti Firmansyah, M.Farm",Voluptates Lite,Fashion,250000.0,4,Kartu Kredit,2026-06-28,Palembang,1.0
TR00460,"Gatra Ramadan, S.Pt",Minima Pro,Buku,750000.0,5,Kartu Kredit,2026-08-17,Banjarbaru,1.0
TR00161,Jelita Rahmawati,In Basic,Kesehatan,500000.0,5,E-Wallet,2026-08-15,Tanjungbalai,3.0
TR00277,Akarsana Nashiruddin,Praesentium Lite,Kesehatan,15000.0,4,Kartu Kredit,2026-08-04,Kota Administrasi Jakarta Selatan,
TR00444,Hani Tampubolon,Commodi Pro,Buku,25000.0,5,Transfer Bank,2026-07-28,Kendari,3.0
TR00192,Joko Handayani,Aut,Kesehatan,75000.0,5,Transfer Bank,2026-09-07,Sibolga,3.0
TR00386,Amelia Uyainah,Accusamus Max,Olahraga,120000.0,2,Transfer Bank,2026-08-21,Payakumbuh,
TR00294,Belinda Halim,Dolore,Buku,500000.0,2,E-Wallet,2026-07-28,Pangkalpinang,5.0
TR00414,Widya Waluyo,Aut Lite,Elektronik,1200000.0,4,Kartu Kredit,2026-07-29,Sawahlunto,4.0
TR00492,"Tgk. Vicky Saragih, S.Psi",Commodi Pro,Olahraga,150000.0,4,COD,2026-08-07,Medan,5.0
TR00344,"Drs. Ophelia Pangestu, M.Farm",Quidem Max,Olahraga,15000.0,3,E-Wallet,2026-07-02,Pematangsiantar,4.0
TR00258,Dr. Jono Mayasari,Quod Lite,Buku,250000.0,5,Transfer Bank,2026-06-20,Banjar,3.0
TR00309,R.M. Gamanto Suryatmi,Ipsum,Olahraga,1200000.0,1,E-Wallet,2026-07-03,Semarang,1.0
TR00150,dr. Cinthia Farida,Consequuntur,Olahraga,15000.0,4,Kartu Kredit,2026-08-05,Balikpapan,4.0
TR00131,"Rizki Santoso, M.Farm",Animi Pro,Elektronik,5000000.0,1,Transfer Bank,2026-08-26,Parepare,3.0
TR00152,drg. Sadina Hutapea,Iure,Olahraga,500000.0,3,Kartu Kredit,2026-09-03,Lubuklinggau,5.0
TR00360,Kalim Rahayu,Doloribus Lite,Elektronik,15000.0,2,COD,2026-08-14,Sabang,1.0
TR00100,dr. Mitra Uwais,Atque,Kesehatan,25000.0,4,Kartu Kredit,2026-08-03,Balikpapan,
TR00373,Daliman Sitompul,Eum Basic,Olahraga,25000.0,2,Kartu Kredit,2026-07-23,Payakumbuh,
TR00088,Maya Laksita,Aliquam Basic,Olahraga,1200000.0,3,Kartu Kredit,2026-07-23,Tebingtinggi,1.0
TR00459,"Diah Yulianti, S.Pd",Dolore Lite,Buku,1200000.0,3,Kartu Kredit,2026-09-05,Bekasi,2.0
TR00331,Ir. Cici Sitorus,Id Max,Fashion,1200000.0,3,Transfer Bank,2026-07-29,Bogor,3.0
TR00215,Ir. Reksa Thamrin,Aut Lite,Elektronik,50000.0,4,E-Wallet,2026-07-24,Palangkaraya,3.0
TR00467,Tantri Prabowo,Sunt,Rumah Tangga,15000.0,3,Kartu Kredit,2026-08-25,Singkawang,4.0
TR00122,Luis Prabowo,Fuga,Fashion,75000.0,3,Transfer Bank,2026-08-17,Kendari,2.0
TR00021,"R.M. Jono Kurniawan, S.Pd",Tempore Pro,Kesehatan,25000.0,5,Kartu Kredit,2026-08-03,Bukittinggi,5.0
TR00189,Victoria Tarihoran,Quam Pro,Olahraga,50000.0,3,COD,2026-08-11,Pekalongan,5.0
TR00072,Maimunah Wulandari,Error Pro,Fashion,500000.0,4,Kartu Kredit,2026-08-04,Surabaya,
TR00107,Kariman Nainggolan,Blanditiis,Fashion,250000.0,4,COD,2026-07-10,Pasuruan,3.0
TR00271,Ozy Thamrin,Sint Lite,Buku,15000.0,4,COD,2026-09-16,Subulussalam,
TR00436,Jindra Suwarno,Deserunt Pro,Olahraga,50000.0,4,COD,2026-07-05,Solok,3.0
TR00103,"Dr. Prayitna Laksmiwati, M.M.",Nostrum Lite,Buku,25000.0,4,Transfer Bank,2026-09-01,Madiun,1.0
